년도,시군구코드,시도명,,폴리곤,총사고건수,총사망자수,총중상자수,총경상자수,총부상신고자수,사고분석유형명,중심점UTMK X좌표,중심점UTMK Y좌표
2019,29200,광주광역시 광산구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59038,"POLYGON  (( 937075.60850000 1686085.82650000, 937084.00000000 1686085.00000000, 937093.75450000 1686085.96070000, 937103.13420000 1686088.80600000, 937111.77850000 1686093.42650000, 937119.35530000 1686099.64470000, 937125.57350000 1686107.22150000, 93713",15,0,2,22,0,기타 / 안전거리미확보,937081,1686177
2019,29200,광주광역시 광산구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59039,"POLYGON  (( 937938.03930000 1687290.24550000, 937938.09180000 1687290.77890000, 937946.00000000 1687290.00000000, 937955.75450000 1687290.96070000, 937965.13420000 1687293.80600000, 937973.77850000 1687298.42650000, 937981.35530000 1687304.64470000, 93798",15,0,3,24,0,U턴중 / 기타 / 안전거리미확보,937895,1687343
2019,29200,광주광역시 광산구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59040,"POLYGON  (( 941162.00000000 1691501.00000000, 941161.03930000 1691510.75450000, 941160.16620000 1691513.63270000, 941165.57350000 1691520.22150000, 941170.19400000 1691528.86580000, 941171.77800000 1691534.08750000, 941172.19400000 1691534.86580000, 94117",15,0,1,23,1,기타 / 안전거리미확보,941112,1691546
2019,29200,광주광역시 광산구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59041,"POLYGON  (( 940126.30170000 1691473.43010000, 940134.13420000 1691475.80600000, 940142.77850000 1691480.42650000, 940150.35530000 1691486.64470000, 940156.57350000 1691494.22150000, 940156.81380000 1691494.67110000, 940159.75450000 1691494.96070000, 94016",16,0,2,23,2,기타 / 안전거리미확보,940126,1691565
2019,29200,광주광역시 광산구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59042,"POLYGON  (( 938954.41130000 1688530.02320000, 938956.03230000 1688530.88960000, 938956.75450000 1688530.96070000, 938958.71950000 1688531.55680000, 938963.86580000 1688528.80600000, 938973.24550000 1688525.96070000, 938983.00000000 1688525.00000000, 93899",22,0,2,34,0,U턴중 / 기타 / 안전거리미확보,938920,1688578
2019,29200,광주광역시 광산구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59043,"POLYGON  (( 938511.77850000 1688518.42650000, 938516.65430000 1688522.42800000, 938521.00000000 1688522.00000000, 938530.75450000 1688522.96070000, 938540.13420000 1688525.80600000, 938548.77850000 1688530.42650000, 938556.35530000 1688536.64470000, 93855",21,0,4,26,2,U턴중 / 기타 / 신호위반,938465,1688593
2019,30110,대전광역시 동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59045,"POLYGON  (( 996126.27080000 1813204.41570000, 996128.57350000 1813207.22150000, 996133.19400000 1813215.86580000, 996136.03930000 1813225.24550000, 996136.93880000 1813234.37880000, 996143.35530000 1813239.64470000, 996149.57350000 1813247.22150000, 99615",17,0,6,21,0,기타 / 신호위반,996079,1813284
2019,30110,대전광역시 동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59046,"POLYGON  (( 995073.00000000 1813785.00000000, 995072.03930000 1813794.75450000, 995071.22470000 1813797.43980000, 995075.19400000 1813804.86580000, 995078.03930000 1813814.24550000, 995078.68200000 1813820.77140000, 995081.77850000 1813822.42650000, 99508",13,1,3,14,0,기타,995021,1813828
2019,30110,대전광역시 동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59047,"POLYGON  (( 994030.57050000 1814781.78080000, 994031.77850000 1814782.42650000, 994039.35530000 1814788.64470000, 994045.57350000 1814796.22150000, 994050.19400000 1814804.86580000, 994053.03930000 1814814.24550000, 994054.00000000 1814824.00000000, 99405",22,0,5,26,3,기타 / 안전거리미확보,993962,1814874
2019,30110,대전광역시 동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59048,"POLYGON  (( 993249.00000000 1816065.00000000, 993248.03930000 1816074.75450000, 993245.19400000 1816084.13420000, 993240.57350000 1816092.77850000, 993234.35530000 1816100.35530000, 993226.77850000 1816106.57350000, 993224.76820000 1816107.64800000, 99322",18,0,4,32,1,U턴중 / 기타 / 신호위반,993147,1816109
2019,30110,대전광역시 동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59049,"POLYGON  (( 994208.66800000 1815841.36130000, 994214.75450000 1815841.96070000, 994224.13420000 1815844.80600000, 994232.77850000 1815849.42650000, 994239.74720000 1815855.14550000, 994247.86580000 1815850.80600000, 994257.24550000 1815847.96070000, 99426",26,0,3,45,0,기타 / 안전거리미확보,994229,1815930
2019,30110,대전광역시 동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59050,"POLYGON  (( 995239.00000000 1816395.00000000, 995238.03930000 1816404.75450000, 995235.19400000 1816414.13420000, 995230.57350000 1816422.77850000, 995224.35530000 1816430.35530000, 995216.77850000 1816436.57350000, 995212.21060000 1816439.01510000, 99521",21,0,1,31,1,U턴중 / 기타 / 안전거리미확보,995135,1816450
2019,30110,대전광역시 동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59051,"POLYGON  (( 994453.58560000 1817328.33630000, 994457.00000000 1817328.00000000, 994466.75450000 1817328.96070000, 994476.13420000 1817331.80600000, 994484.77850000 1817336.42650000, 994492.35530000 1817342.64470000, 994498.57350000 1817350.22150000, 99450",13,0,3,19,0,기타 / 신호위반,994458,1817409
2019,30110,대전광역시 동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59052,"POLYGON  (( 993975.06500000 1817829.66160000, 993979.86870000 1817831.11880000, 993981.13020000 1817831.50150000, 993981.22150000 1817831.42650000, 993989.86580000 1817826.80600000, 993999.24550000 1817823.96070000, 994009.00000000 1817823.00000000, 99401",37,0,7,56,6,U턴중 / 기타 / 안전거리미확보,993961,1817919
2019,30110,대전광역시 동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59053,"POLYGON  (( 994897.00000000 1816995.00000000, 994896.03930000 1817004.75450000, 994893.19400000 1817014.13420000, 994888.57350000 1817022.77850000, 994887.25050000 1817024.39050000, 994888.00000000 1817032.00000000, 994887.03930000 1817041.75450000, 99488",42,0,10,55,2,U턴중 / 기타,994800,1817074
2019,30110,대전광역시 동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59054,"POLYGON  (( 993970.00000000 1816623.00000000, 993969.60600000 1816627.00000000, 993969.61740000 1816627.11490000, 993976.35530000 1816632.64470000, 993982.57350000 1816640.22150000, 993987.19400000 1816648.86580000, 993990.03930000 1816658.24550000, 99399",29,0,5,31,3,U턴중 / 기타 / 안전거리미확보,993902,1816689
2019,30140,대전광역시 중구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59056,"POLYGON  (( 994220.35530000 1812802.64470000, 994223.51060000 1812806.48940000, 994227.35530000 1812809.64470000, 994233.57350000 1812817.22150000, 994238.19400000 1812825.86580000, 994241.03930000 1812835.24550000, 994242.00000000 1812845.00000000, 99424",17,1,3,18,0,기타 / 신호위반,994155,1812875
2019,30140,대전광역시 중구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59057,"POLYGON  (( 992668.18540000 1813377.97900000, 992668.24550000 1813377.96070000, 992678.00000000 1813377.00000000, 992687.75450000 1813377.96070000, 992697.13420000 1813380.80600000, 992705.77850000 1813385.42650000, 992713.35530000 1813391.64470000, 99271",17,0,6,24,1,U턴중 / 기타 / 신호위반,992615,1813438
2019,30140,대전광역시 중구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59058,"POLYGON  (( 993372.60850000 1813251.82650000, 993381.00000000 1813251.00000000, 993390.75450000 1813251.96070000, 993400.13420000 1813254.80600000, 993408.77850000 1813259.42650000, 993416.35530000 1813265.64470000, 993422.57350000 1813273.22150000, 99342",15,0,2,20,1,기타 / 안전거리미확보,993349,1813323
2019,30140,대전광역시 중구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59059,"POLYGON  (( 992093.75200000 1813830.86680000, 992093.86580000 1813830.80600000, 992103.24550000 1813827.96070000, 992113.00000000 1813827.00000000, 992122.75450000 1813827.96070000, 992129.74070000 1813830.08000000, 992135.86580000 1813826.80600000, 99214",23,0,3,31,1,U턴중 / 기타 / 안전거리미확보,992116,1813907
2019,30140,대전광역시 중구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59060,"POLYGON  (( 991596.00000000 1813640.00000000, 991595.03930000 1813649.75450000, 991594.18250000 1813652.57880000, 991600.35530000 1813657.64470000, 991606.57350000 1813665.22150000, 991607.43650000 1813666.83610000, 991608.57350000 1813668.22150000, 99161",14,0,2,16,1,U턴중 / 기타 / 신호위반,991534,1813683
2019,30140,대전광역시 중구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59061,"POLYGON  (( 992343.75760000 1813650.81180000, 992352.00000000 1813650.00000000, 992361.75450000 1813650.96070000, 992371.13420000 1813653.80600000, 992379.77850000 1813658.42650000, 992387.35530000 1813664.64470000, 992393.57350000 1813672.22150000, 99239",16,0,4,14,2,기타 / 신호위반 / 안전거리미확보,992325,1813729
2019,30140,대전광역시 중구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59062,"POLYGON  (( 990609.56070000 1814158.06840000, 990616.35530000 1814163.64470000, 990622.57350000 1814171.22150000, 990627.19400000 1814179.86580000, 990630.03930000 1814189.24550000, 990631.00000000 1814199.00000000, 990630.03930000 1814208.75450000, 99062",22,1,5,19,1,기타 / 신호위반 / 안전거리미확보,990562,1814258
2019,30140,대전광역시 중구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59063,"POLYGON  (( 990959.50520000 1815119.48490000, 990963.35530000 1815122.64470000, 990969.57350000 1815130.22150000, 990974.19400000 1815138.86580000, 990977.03930000 1815148.24550000, 990978.00000000 1815158.00000000, 990977.03930000 1815167.75450000, 99097",13,0,5,19,1,기타 / 안전거리미확보,990894,1815150
2019,30140,대전광역시 중구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59064,"POLYGON  (( 993292.58730000 1814518.73010000, 993300.00000000 1814518.00000000, 993309.75450000 1814518.96070000, 993314.22890000 1814520.31800000, 993320.75450000 1814520.96070000, 993330.13420000 1814523.80600000, 993334.35720000 1814526.06330000, 99333",20,0,7,39,1,기타 / 안전거리미확보,993328,1814595
2019,30140,대전광역시 중구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59065,"POLYGON  (( 993036.00000000 1814370.00000000, 993035.15310000 1814378.59840000, 993039.13420000 1814379.80600000, 993047.77850000 1814384.42650000, 993055.35530000 1814390.64470000, 993061.57350000 1814398.22150000, 993062.74150000 1814400.40680000, 99306",18,0,4,30,3,기타 / 안전거리미확보,992978,1814423
2019,30140,대전광역시 중구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59066,"POLYGON  (( 991442.87230000 1814501.80410000, 991452.24550000 1814498.96070000, 991462.00000000 1814498.00000000, 991471.75450000 1814498.96070000, 991478.95210000 1814501.14410000, 991482.64470000 1814496.64470000, 991490.22150000 1814490.42650000, 99149",24,0,14,30,1,U턴중 / 기타 / 안전거리미확보,991465,1814581
2019,30140,대전광역시 중구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59067,"POLYGON  (( 992030.00000000 1814076.00000000, 992029.03930000 1814085.75450000, 992026.19400000 1814095.13420000, 992021.57350000 1814103.77850000, 992015.35530000 1814111.35530000, 992007.77850000 1814117.57350000, 992005.43040000 1814118.82860000, 99200",19,1,5,23,0,기타 / 신호위반 / 안전거리미확보,991939,1814126
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59069,"POLYGON  (( 990045.00000000 1814450.00000000, 990044.33850000 1814456.71660000, 990045.57350000 1814458.22150000, 990046.28990000 1814459.56180000, 990049.77850000 1814461.42650000, 990057.35530000 1814467.64470000, 990063.57350000 1814475.22150000, 99006",21,0,4,33,1,기타 / 안전거리미확보,989991,1814499
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59070,"POLYGON  (( 990880.00000000 1815248.00000000, 990879.03930000 1815257.75450000, 990876.19400000 1815267.13420000, 990871.57350000 1815275.77850000, 990865.35530000 1815283.35530000, 990857.77850000 1815289.57350000, 990849.13420000 1815294.19400000, 99084",25,0,2,41,2,U턴중 / 기타 / 안전거리미확보,990764,1815292
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59071,"POLYGON  (( 990414.96680000 1815592.04530000, 990415.24550000 1815591.96070000, 990425.00000000 1815591.00000000, 990434.75450000 1815591.96070000, 990444.13420000 1815594.80600000, 990452.77850000 1815599.42650000, 990460.35530000 1815605.64470000, 99046",27,0,5,33,2,U턴중 / 기타 / 안전거리미확보,990410,1815667
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59072,"POLYGON  (( 988797.89110000 1816493.51890000, 988802.13420000 1816494.80600000, 988810.77850000 1816499.42650000, 988818.35530000 1816505.64470000, 988824.57350000 1816513.22150000, 988826.17140000 1816516.21100000, 988830.35530000 1816519.64470000, 98883",20,0,3,37,2,U턴중 / 기타 / 안전거리미확보,988789,1816580
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59073,"POLYGON  (( 986636.00000000 1817022.03520000, 986636.24550000 1817021.96070000, 986646.00000000 1817021.00000000, 986655.75450000 1817021.96070000, 986665.13420000 1817024.80600000, 986672.02620000 1817028.48990000, 986677.00000000 1817028.00000000, 98668",19,0,6,25,2,기타 / 안전거리미확보,986638,1817091
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59074,"POLYGON  (( 991244.00000000 1816769.00000000, 991243.03930000 1816778.75450000, 991240.19400000 1816788.13420000, 991238.52900000 1816791.24910000, 991245.75450000 1816791.96070000, 991255.13420000 1816794.80600000, 991263.77850000 1816799.42650000, 99127",30,0,7,36,0,기타 / 안전거리미확보,991188,1816840
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59075,"POLYGON  (( 989310.00000000 1816308.00000000, 989309.03930000 1816317.75450000, 989306.70150000 1816325.46100000, 989311.19400000 1816333.86580000, 989314.03930000 1816343.24550000, 989315.00000000 1816353.00000000, 989314.03930000 1816362.75450000, 98931",21,0,4,34,4,U턴중 / 기타 / 안전거리미확보,989219,1816359
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59076,"POLYGON  (( 991190.92350000 1816292.00750000, 991191.00000000 1816292.00000000, 991200.75450000 1816292.96070000, 991210.13420000 1816295.80600000, 991218.77850000 1816300.42650000, 991226.35530000 1816306.64470000, 991232.57350000 1816314.22150000, 99123",19,0,5,28,0,기타 / 신호위반,991173,1816371
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59077,"POLYGON  (( 987782.35460000 1817375.52740000, 987786.75450000 1817375.96070000, 987796.13420000 1817378.80600000, 987798.46630000 1817380.05260000, 987799.00000000 1817380.00000000, 987808.75450000 1817380.96070000, 987818.13420000 1817383.80600000, 98782",23,1,2,29,1,기타,987787,1817455
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59078,"POLYGON  (( 990610.07590000 1817754.48500000, 990615.00000000 1817754.00000000, 990624.75450000 1817754.96070000, 990634.13420000 1817757.80600000, 990642.77850000 1817762.42650000, 990646.34460000 1817765.35310000, 990651.13420000 1817766.80600000, 99065",19,0,11,19,6,기타,990615,1817815
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59079,"POLYGON  (( 989545.17120000 1817762.21060000, 989547.13420000 1817762.80600000, 989555.77850000 1817767.42650000, 989563.35530000 1817773.64470000, 989569.57350000 1817781.22150000, 989573.36040000 1817788.30640000, 989576.57350000 1817792.22150000, 98958",19,0,4,29,0,기타 / 안전거리미확보,989497,1817827
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59080,"POLYGON  (( 989229.52370000 1817751.74100000, 989231.75450000 1817751.96070000, 989241.13420000 1817754.80600000, 989249.77850000 1817759.42650000, 989257.35530000 1817765.64470000, 989263.57350000 1817773.22150000, 989266.36830000 1817778.45030000, 98927",24,0,7,35,0,기타 / 안전거리미확보,989197,1817809
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59081,"POLYGON  (( 987845.00000000 1817837.00000000, 987844.67810000 1817840.26820000, 987846.35530000 1817841.64470000, 987852.57350000 1817849.22150000, 987857.19400000 1817857.86580000, 987860.03930000 1817867.24550000, 987861.00000000 1817877.00000000, 98786",16,0,1,24,1,U턴중 / 기타 / 안전거리미확보,987786,1817876
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59082,"POLYGON  (( 989104.26770000 1817018.41190000, 989111.77850000 1817022.42650000, 989119.35530000 1817028.64470000, 989124.25100000 1817034.61010000, 989125.77850000 1817035.42650000, 989133.35530000 1817041.64470000, 989139.57350000 1817049.22150000, 98914",131,0,16,189,6,U턴중 / 기타 / 신호위반,988944,1816980
2019,30170,대전광역시 서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,59083,"POLYGON  (( 988384.75450000 1817108.96070000, 988393.07590000 1817111.48500000, 988398.00000000 1817111.00000000, 988407.75450000 1817111.96070000, 988417.13420000 1817114.80600000, 988425.77850000 1817119.42650000, 988433.35530000 1817125.64470000, 98843",66,1,10,89,6,U턴중 / 기타 / 신호위반,988278,1817242
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59085,"POLYGON  (( 986409.00000000 1816734.00000000, 986408.03930000 1816743.75450000, 986405.19400000 1816753.13420000, 986404.75230000 1816753.96050000, 986404.75450000 1816753.96070000, 986414.13420000 1816756.80600000, 986422.77850000 1816761.42650000, 98643",17,0,4,25,0,기타,986340,1816782
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59086,"POLYGON  (( 986407.17980000 1817085.96850000, 986411.77850000 1817088.42650000, 986417.80550000 1817093.37280000, 986418.86580000 1817092.80600000, 986428.24550000 1817089.96070000, 986438.00000000 1817089.00000000, 986447.75450000 1817089.96070000, 98645",28,0,10,37,0,기타 / 안전거리미확보,986373,1817161
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59087,"POLYGON  (( 985350.34220000 1817481.65570000, 985357.00000000 1817481.00000000, 985366.75450000 1817481.96070000, 985376.13420000 1817484.80600000, 985384.77850000 1817489.42650000, 985392.35530000 1817495.64470000, 985398.57350000 1817503.22150000, 98540",27,2,7,30,4,U턴중 / 기타 / 안전거리미확보,985288,1817564
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59088,"POLYGON  (( 985559.57350000 1817275.22150000, 985562.92120000 1817281.48470000, 985564.88170000 1817281.67780000, 985567.24550000 1817280.96070000, 985577.00000000 1817280.00000000, 985581.75570000 1817280.46840000, 985584.86580000 1817278.80600000, 98559",18,0,2,16,5,기타,985552,1817345
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59089,"POLYGON  (( 985858.88870000 1817296.73160000, 985859.13420000 1817296.80600000, 985867.77850000 1817301.42650000, 985875.35530000 1817307.64470000, 985881.57350000 1817315.22150000, 985886.19400000 1817323.86580000, 985889.03930000 1817333.24550000, 98589",34,1,4,41,4,U턴중 / 기타 / 안전거리미확보,985774,1817389
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59090,"POLYGON  (( 982573.19400000 1818080.86580000, 982573.20890000 1818080.91500000, 982579.77850000 1818084.42650000, 982587.35530000 1818090.64470000, 982593.57350000 1818098.22150000, 982598.19400000 1818106.86580000, 982601.03930000 1818116.24550000, 98260",19,1,3,28,7,U턴중 / 기타 / 안전거리미확보,982539,1818152
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59091,"POLYGON  (( 986073.73490000 1818221.26510000, 986077.77850000 1818223.42650000, 986085.35530000 1818229.64470000, 986091.57350000 1818237.22150000, 986094.12360000 1818241.99250000, 986097.35530000 1818244.64470000, 986103.57350000 1818252.22150000, 98610",19,0,6,17,3,U턴중 / 기타 / 안전거리미확보,986053,1818300
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59092,"POLYGON  (( 985514.57880000 1818487.72750000, 985518.13420000 1818488.80600000, 985519.50890000 1818489.54080000, 985525.00000000 1818489.00000000, 985525.86080000 1818489.08480000, 985533.86580000 1818484.80600000, 985543.24550000 1818481.96070000, 98555",33,0,5,50,1,U턴중 / 기타 / 안전거리미확보,985477,1818553
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59093,"POLYGON  (( 983761.00000000 1821060.00000000, 983760.83200000 1821061.70520000, 983765.19400000 1821069.86580000, 983768.03930000 1821079.24550000, 983768.20170000 1821080.89440000, 983772.57350000 1821086.22150000, 983777.19400000 1821094.86580000, 98378",16,0,1,21,2,U턴중 / 기타 / 안전거리미확보,983695,1821099
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59094,"POLYGON  (( 983199.00000000 1822006.00000000, 983198.03930000 1822015.75450000, 983197.85520000 1822016.36120000, 983199.19400000 1822018.86580000, 983202.03930000 1822028.24550000, 983203.00000000 1822038.00000000, 983202.45920000 1822043.49110000, 98320",17,0,3,29,1,기타 / 안전거리미확보,983126,1822067
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59095,"POLYGON  (( 985043.00000000 1818768.00000000, 985042.03930000 1818777.75450000, 985040.24450000 1818783.67120000, 985040.03930000 1818785.75450000, 985037.19400000 1818795.13420000, 985032.57350000 1818803.77850000, 985026.35530000 1818811.35530000, 98501",17,0,1,24,4,기타 / 안전거리미확보,984950,1818798
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59096,"POLYGON  (( 983667.17090000 1818773.67260000, 983674.00000000 1818773.00000000, 983683.75450000 1818773.96070000, 983693.13420000 1818776.80600000, 983701.77850000 1818781.42650000, 983709.35530000 1818787.64470000, 983715.57350000 1818795.22150000, 98371",19,0,6,27,2,기타,983656,1818848
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59097,"POLYGON  (( 985974.03090000 1817924.68640000, 985981.00000000 1817924.00000000, 985990.75450000 1817924.96070000, 986000.13420000 1817927.80600000, 986008.77850000 1817932.42650000, 986016.35530000 1817938.64470000, 986022.57350000 1817946.22150000, 98602",14,0,5,18,0,U턴중 / 기타 / 안전거리미확보,985963,1817991
2019,30200,대전광역시 유성구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,59098,"POLYGON  (( 984898.00000000 1817623.00000000, 984897.35980000 1817629.50000000, 984897.90040000 1817634.98860000, 984902.35530000 1817638.64470000, 984908.57350000 1817646.22150000, 984913.19400000 1817654.86580000, 984914.03450000 1817657.63660000, 98492",38,0,3,60,2,기타 / 신호위반 / 안전거리미확보,984883,1817757
2019,30230,대전광역시 대덕구내에서 2019년도에 반경50m 이내 다른사고8건 이상 발생지역,59100,"POLYGON  (( 992565.00000000 1816711.00000000, 992564.03930000 1816720.75450000, 992561.19400000 1816730.13420000, 992556.57350000 1816738.77850000, 992550.35530000 1816746.35530000, 992542.77850000 1816752.57350000, 992534.44460000 1816757.02800000, 99253",19,1,8,20,0,U턴중 / 기타,992471,1816775
2019,30230,대전광역시 대덕구내에서 2019년도에 반경50m 이내 다른사고8건 이상 발생지역,59101,"POLYGON  (( 991568.42740000 1817669.63530000, 991571.77850000 1817671.42650000, 991579.35530000 1817677.64470000, 991585.57350000 1817685.22150000, 991589.53690000 1817692.63660000, 991596.00000000 1817692.00000000, 991605.75450000 1817692.96070000, 99161",20,0,3,23,1,U턴중 / 기타 / 안전거리미확보,991515,1817732
2019,30230,대전광역시 대덕구내에서 2019년도에 반경50m 이내 다른사고8건 이상 발생지역,59102,"POLYGON  (( 993692.00000000 1819221.00000000, 993691.82480000 1819222.77870000, 993696.77850000 1819225.42650000, 993704.35530000 1819231.64470000, 993710.57350000 1819239.22150000, 993715.19400000 1819247.86580000, 993718.03930000 1819257.24550000, 99371",9,0,2,8,0,기타,993633,1819247
2019,30230,대전광역시 대덕구내에서 2019년도에 반경50m 이내 다른사고8건 이상 발생지역,59103,"POLYGON  (( 993573.50900000 1828113.83190000, 993575.22150000 1828112.42650000, 993583.86580000 1828107.80600000, 993593.24550000 1828104.96070000, 993603.00000000 1828104.00000000, 993612.75450000 1828104.96070000, 993622.13420000 1828107.80600000, 99362",10,0,3,8,1,기타,993588,1828159
2019,30230,대전광역시 대덕구내에서 2019년도에 반경50m 이내 다른사고8건 이상 발생지역,59104,"POLYGON  (( 993915.21060000 1818161.52590000, 993916.13420000 1818161.80600000, 993922.71500000 1818165.32350000, 993926.00000000 1818165.00000000, 993935.75450000 1818165.96070000, 993945.13420000 1818168.80600000, 993953.77850000 1818173.42650000, 99396",11,0,3,19,0,U턴중 / 기타,993868,1818218
2019,30230,대전광역시 대덕구내에서 2019년도에 반경50m 이내 다른사고8건 이상 발생지역,59105,"POLYGON  (( 993862.62650000 1817917.13530000, 993864.00000000 1817917.00000000, 993873.75450000 1817917.96070000, 993883.13420000 1817920.80600000, 993887.19440000 1817922.97620000, 993887.24550000 1817922.96070000, 993897.00000000 1817922.00000000, 99390",23,0,5,29,5,기타 / 안전거리미확보,993881,1817991
2019,31110,울산광역시 중구내에서 2019년도에 반경50m 이내 다른사고8건 이상 발생지역,59107,"POLYGON  (( 1164012.67780000 1730027.46070000, 1164017.75450000 1730027.96070000, 1164027.13420000 1730030.80600000, 1164035.77850000 1730035.42650000, 1164043.35530000 1730041.64470000, 1164049.57350000 1730049.22150000, 1164054.19400000 1730057.86580000",11,0,3,11,0,기타 / 안전거리미확보,1163970,1730080
2019,31110,울산광역시 중구내에서 2019년도에 반경50m 이내 다른사고8건 이상 발생지역,59108,"POLYGON  (( 1164834.16390000 1730955.56350000, 1164835.77850000 1730956.42650000, 1164843.35530000 1730962.64470000, 1164849.57350000 1730970.22150000, 1164852.75540000 1730976.17440000, 1164858.13420000 1730977.80600000, 1164861.55540000 1730979.63470000",10,0,3,14,0,기타 / 안전거리미확보,1164845,1731023
2019,31110,울산광역시 중구내에서 2019년도에 반경50m 이내 다른사고8건 이상 발생지역,59109,"POLYGON  (( 1165655.43720000 1730643.05540000, 1165656.00000000 1730643.00000000, 1165665.75450000 1730643.96070000, 1165675.13420000 1730646.80600000, 1165683.77850000 1730651.42650000, 1165691.35530000 1730657.64470000, 1165697.57350000 1730665.22150000",10,0,2,12,1,기타,1165624,1730707
2019,31110,울산광역시 중구내에서 2019년도에 반경50m 이내 다른사고8건 이상 발생지역,59110,"POLYGON  (( 1166009.76130000 1730999.57630000, 1166013.57350000 1731004.22150000, 1166018.19400000 1731012.86580000, 1166021.03930000 1731022.24550000, 1166022.00000000 1731032.00000000, 1166021.03930000 1731041.75450000, 1166018.19400000 1731051.13420000",11,0,3,15,2,U턴중 / 기타,1165947,1731024
